date,Date.1,Min_F,Avg_F,Max_F,Avg1.5m_DP,Avg1.5m_RH,Avg1.5m_LWu,AvgDir,Avg_Speedmph,2m_MaxGustmph,2_in_F,Min_F.1,Avg_F.1,TotPrecin,TotalSolarRad,EToin,ETrin
2017/04/07,7,39.8,48,52.5,39.4,73.7,0.4,SW,6.3,27.8,,48.6,50,0.26,10.31,0.07,0.09
2017/04/08,8,34.9,43.3,52.6,27.1,55.8,0,NW,5.1,19.6,,45.5,47.3,0,16.69,0.1,0.14
2017/04/09,9,30.2,42.2,52.4,25.3,52.7,0,S,3.8,14.6,,43.7,46.2,0,18.73,0.1,0.13
2017/04/10,10,34.7,45.7,55.3,30.8,58.4,0.04,SW,5.6,27.5,,45.8,47.7,0,20.96,0.12,0.15
2017/04/11,11,31,43.4,53.5,29.2,59.5,0.02,NW,4.5,13.5,,44.3,47,0,17.03,0.1,0.13
2017/04/12,12,41.6,46.3,53.5,42.6,87.1,0.56,SW,3.7,10.7,,46.6,47.9,0.74,7.42,0.05,0.06
2017/04/13,13,38.1,47.3,56.1,35,65.4,0.45,SW,5.3,16.7,,46.8,48.2,0.07,16.8,0.1,0.14
2017/04/14,14,33.5,44.7,54.2,27.1,52,0,NW,5.9,22.1,,45.6,47.9,0,18.65,0.12,0.16
2017/04/15,15,31.7,43.9,55,27,54.2,0,SW,3.5,12.4,,44.6,47.6,0,22.48,0.11,0.14
2017/04/16,16,35.1,47.9,58.3,32.6,57.2,0.03,NW,4.9,13.5,,45.8,48.3,0.01,16.01,0.11,0.14
2017/04/17,17,41.7,51.3,61.5,40.2,67.9,0.2,SW,4.5,18.9,,48.4,50.5,0.02,15.99,0.11,0.14
2017/04/18,18,40.4,49.8,60.9,37.5,66.8,0.28,W,4.4,23.2,,48.8,51.2,0.16,21.01,0.13,0.16
2017/04/19,19,37.2,48.1,60.5,37.2,67.5,0.03,S,3.4,17.5,,48.5,51.1,0.06,16.88,0.1,0.13
2017/04/20,20,40.1,49.8,59.7,35.9,63.3,0.31,W,5.9,21,,50.1,52.3,0.02,22.99,0.14,0.18
2017/04/21,21,36.3,49.7,60.9,33.4,55.7,0,S,3.9,14.2,,48.9,52.1,0,25.42,0.14,0.17
2017/04/22,22,42.9,52.8,62.7,35.6,53.2,0,W,5.6,20.3,,50.8,53,0,17.73,0.14,0.19
2017/04/23,23,42.2,49.9,57.5,35.5,58.3,0,SW,3.6,15.3,,51,53,0,14.05,0.1,0.13
2017/04/24,24,41.7,48,53.3,38.1,69.2,0.05,W,3.5,13.2,,51.2,53,0,15.7,0.09,0.11
2017/04/25,25,35.8,49.3,59.2,34.8,58.6,0,SW,4.9,16.4,,50.4,52.8,0,18.38,0.12,0.15
2017/04/26,26,40.2,48.1,59.4,34.4,62.7,0.11,NW,6.7,26.4,,50.9,53,0,18.4,0.13,0.18
2017/04/27,27,40.1,48.6,57.1,25.6,41.9,0,NW,9,29.3,,50.1,53.1,0,26.88,0.18,0.25
2017/04/28,28,38.4,51.1,61.7,28.9,43.7,0,NW,5.2,18.9,,51,54.3,0,23.12,0.16,0.21
2017/04/29,29,34.8,49,58.6,33.4,56.1,0,S,3.1,9.2,,52,54.5,0,17.16,0.1,0.13
2017/04/30,30,42.2,52.3,58.1,30.7,46.1,0,NW,8.3,28.6,,53.3,55.8,0,26.28,0.17,0.23
2017/05/01,1,35.5,47.7,57,33.3,58.2,0,S,3.6,11.7,,53,55.4,0,16.77,0.1,0.13
2017/05/02,2,38.3,52.8,62.7,41.5,67.4,0.07,S,2.6,10.7,,53.9,57,0,20.18,0.11,0.13
2017/05/03,3,49.3,62.4,76,50.1,66.2,0.05,SE,3.2,10.3,,56.5,60,0,26.21,0.18,0.21
2017/05/04,4,53.8,66.7,80.4,54.2,67.2,0.17,W,3.6,12.4,,60.3,63.5,0.16,22.11,0.17,0.21
2017/05/05,5,48.8,59.5,70.8,46.1,64.6,0.32,NW,5.7,23.9,,61.8,63.5,0.18,16,0.14,0.19
2017/05/06,6,39.7,50.4,59,26.2,40.1,0,NW,6.9,21.4,,57.4,59.9,0,23.82,0.17,0.23
2017/05/07,7,41.1,53.6,64.6,24.4,33.4,0,N,4.3,23.2,,55.2,58.9,0,28.33,0.18,0.24
2017/05/08,8,36.2,54.2,69.1,36.4,54.4,0,SE,3.1,11,,56.7,60.5,0,26.62,0.16,0.2
2017/05/09,9,42.7,58.8,72.2,40.5,53.5,0,S,3.6,11,,59,62.5,0,26.88,0.18,0.22
2017/05/10,10,43.5,62.4,77,40.5,48.7,0.01,S,3.9,13.9,,60.8,64.3,0,26.43,0.2,0.25
2017/05/11,11,46.7,55.5,64.1,43,63.8,0.06,SW,4.1,27.1,,61.6,63.5,0.03,8.65,0.09,0.13
2017/05/12,12,35.1,48.4,59.9,30.8,54.2,0,SW,4.6,16.7,,57.4,60.3,0,25.39,0.15,0.19
2017/05/13,13,37.6,46.5,55.3,34.1,63.7,0.01,SW,3.1,12.4,,58.3,60.1,0.02,18,0.11,0.13
2017/05/14,14,34.6,46.9,58.5,34.8,64.3,0.01,W,3.7,12.8,,56.1,59,0.01,23.25,0.13,0.15
2017/05/15,15,33.6,49.1,61.6,34,59.4,0.03,SW,3.9,13.2,,56.4,59.5,0,22.21,0.13,0.17
2017/05/16,16,43.4,49.1,55.8,31,52.2,0,NW,6.3,25,,58.1,59.9,0.03,20.91,0.15,0.19
2017/05/17,17,39.9,55.6,65.8,34.4,46.2,0,NW,7.6,21.4,,57.4,61,0,29.49,0.2,0.26
2017/05/18,18,37.9,56.6,71.5,38.4,53.2,0,SE,3.5,13.9,,59.4,63.1,0,26.41,0.17,0.21
2017/05/19,19,44.3,62.4,75.5,42.8,51.4,0,SE,3.7,14.2,,61.9,65.6,0,27.16,0.19,0.24
2017/05/20,20,51.1,61.8,72,45.4,56.1,0.01,NW,4.6,18.2,,64.3,67,0,19.14,0.16,0.21
2017/05/21,21,47.7,65.1,79.6,45.6,52.9,0.01,SW,3.4,9.9,,63.9,67.8,0,28.92,0.21,0.26
2017/05/22,22,49.9,68.6,84.5,43.8,46.7,0,SW,3.1,11,,66.5,70.2,0,28.65,0.22,0.28
2017/05/23,23,51.9,70,90.3,42.5,41.6,0,W,5.7,23.2,,68.4,72.2,0,29.65,0.29,0.4
2017/05/24,24,43.1,57.1,66.5,28.9,34.7,0,NW,7.9,25.7,,68.3,71.7,0,29.4,0.22,0.31
2017/05/25,25,40.8,57.4,71.5,38.5,52.1,0,SE,3.6,13.5,,67.1,70.7,0,27.51,0.18,0.23
2017/05/26,26,44.1,63.9,78.6,41.5,49.2,0.01,S,2.9,9.9,,68.1,71.8,0,29.91,0.21,0.25
2017/05/27,27,49.4,68.3,83.6,44.8,47.2,0,SE,3.7,15,,70,73.8,0,29.58,0.23,0.29
2017/05/28,28,52.1,71.4,87.3,44.2,42.6,0,NE,3.2,9.6,,71.5,75.4,0,29.88,0.24,0.3
2017/05/29,29,54.4,74.5,89.7,46.7,41.4,0,SE,3.3,9.9,,73.4,77.2,0,29.35,0.25,0.31
2017/05/30,30,58.7,71.2,87.9,50,50.7,0.02,SW,3.6,24.6,,75.2,78,0.03,20.96,0.21,0.27
2017/05/31,31,52.8,64.1,73.3,50,62.1,0.05,SE,3.4,11,,72.6,74.9,0,22.88,0.17,0.2
2017/06/01,1,52.9,62.1,71.3,49.1,64,0.04,NW,3.8,18.5,,71.8,73.5,0.03,19.59,0.15,0.19
2017/06/02,2,49.1,62.7,76.2,45.6,57.5,0.04,NE,3.4,12.1,,69.4,73,0,28.46,0.2,0.24
2017/06/03,3,52.8,66.2,79.7,45.4,49.1,0,N,3.5,12.4,,71.6,74.4,0,20.76,0.19,0.24
2017/06/04,4,46.3,60.2,71.6,38,46.5,0,NW,4.8,16,,71.3,74,0,25.21,0.19,0.25
2017/06/05,5,42.2,59.6,74.4,33,40.2,0,S,3.5,13.5,,70,73.7,0,30.75,0.21,0.27
2017/06/06,6,47.6,67.4,82.2,39.9,39.2,0,W,3.2,9.6,,71.7,75.4,0,28.4,0.22,0.28
2017/06/07,7,57.8,74,86.8,46,39.6,0,W,2.8,10.3,,74.1,77.3,0,25.09,0.22,0.27
2017/06/08,8,48.2,62.2,72.8,48.9,64.3,0.3,W,4.9,20,,73.7,76.2,0.18,15.83,0.14,0.18
2017/06/09,9,41.3,53.9,65.8,37.9,58.2,0.06,W,4.2,19.6,,68.4,70.9,0,24.14,0.16,0.2
2017/06/10,10,40.4,54.1,66.1,36.5,53.6,0.01,W,4.1,17.5,,66.8,69.6,0.09,23.51,0.16,0.2
2019/06/11,11,55.6,72.6,85.5,46.6,41.8,0,S,3.5,16.7,,73.8,77.6,0,29.88,0.25,0.31
2019/06/12,12,56.9,75.8,89.9,49.9,43.5,0,W,3.3,11.7,,75.8,79.6,0,28.54,0.25,0.31
2019/06/13,13,61.3,77,92.6,48,40.3,0,SW,5.1,22.5,,78.2,81.6,0,27.97,0.29,0.39
2019/06/14,14,49.2,68.3,84.3,39.7,38.4,0,SW,4.9,20,,77.2,80.8,0,30.83,0.27,0.35
2019/06/15,15,47.4,70.2,86.9,41.1,38.9,0,W,3.9,15.3,,76.6,80.5,0,30.13,0.25,0.33
2019/06/16,16,56.1,74.1,89.2,42.9,34.4,0,SW,4.8,18.9,,78.2,81.8,0,28.99,0.28,0.37
2019/06/17,17,57.5,75.4,87.5,41,30.7,0,W,6.6,21.8,,79.1,82.5,0,29.85,0.31,0.43
2019/06/18,18,60,71.4,82.1,43.9,38.6,0,SW,7.1,19.6,,79.7,82.8,0,30.52,0.29,0.4
2019/06/19,19,52.2,61.3,67,32.7,34.7,0,SW,9.1,27.1,,78.3,80.8,0,30.63,0.25,0.35
2019/06/20,20,49.5,59.1,67.7,33.5,39.1,0,SW,8,21.4,,75.3,78.2,0,27.79,0.23,0.31
2019/06/21,21,53.2,64.2,75.2,40.2,42.3,0,W,5.3,17.5,,75.5,78.3,0,22.69,0.21,0.28
2019/06/22,22,48.9,65.2,80.3,42.8,46.8,0.01,SW,5.1,22.5,,75,78.4,0,28.07,0.24,0.31
2019/06/23,23,54.2,64.7,74.1,39.9,40.9,0,SW,7.5,23.9,,76,79,0,26.77,0.24,0.33
2019/06/24,24,42.9,61.1,75,38.2,45.8,0.01,SW,4.1,16.4,,74.5,78.1,0,29.83,0.21,0.27
2019/06/25,25,48.5,61.1,76.1,39.7,48.4,0.01,S,3.7,13.9,,75.5,78.7,0,25.5,0.2,0.25
2019/06/26,26,45.6,59,70.8,44.9,62.6,0.05,SW,3.8,22.1,,74.8,77.1,0.07,19.83,0.15,0.19
2019/06/27,27,46.9,57.9,69.5,43.5,62.4,0.14,SE,3.5,16.4,,71.9,74.1,0,21.89,0.16,0.19
2019/06/28,28,44.3,60.1,72.4,40.8,52.2,0.01,S,3.4,13.2,,70.8,74,0,25.91,0.18,0.22
2019/06/29,29,47,64.5,80,41.1,46.2,0,SE,3.4,11.7,,71.9,75.6,0,29.41,0.22,0.27
2019/06/30,30,50.9,68.3,82.9,45,46.5,0,SW,3.7,13.9,,74.7,78.2,0,27.01,0.22,0.28
2019/07/01,1,54.2,68.8,84.9,48.3,52.2,0.02,S,3.9,19.2,,76,79,0.19,23.48,0.21,0.28
2019/07/02,2,59.8,67.6,76.9,43.6,42.3,0,SW,7,20.3,,74.2,76.8,0,27.55,0.26,0.35
2019/07/03,3,50.8,66.9,80.3,45.2,47.7,0,S,3.7,15.7,,73,76.2,0,25.96,0.21,0.26
2019/07/04,4,50.3,67.9,84.1,46.4,49.9,0.01,E,3.1,11.4,,74,77.4,0,25.24,0.21,0.26
2019/07/05,5,54,70.2,84.8,45.4,44.7,0,S,3.8,14.2,,75.4,78.6,0,24.55,0.22,0.29
2019/07/06,6,55.3,67.3,80.2,45.2,47.6,0,SW,4.9,22.1,,76.3,79.4,0,26.38,0.23,0.3
2019/07/07,7,55.2,67.2,78,42.2,41.2,0,SW,5.7,18.9,,76.1,79.2,0,25.27,0.23,0.31
2019/07/08,8,53.1,67.2,80.2,44.3,46.1,0,SE,3.3,13.2,,75.8,79.3,0,27.83,0.22,0.27
2019/07/09,9,51.6,66.5,79.1,48.8,55.4,0.02,S,3.1,17.1,,77,79.5,0,17.32,0.16,0.2
2019/07/10,10,62,70.8,82.3,53.1,55.5,0,S,3.9,17.1,,76.6,78.8,0,19.62,0.19,0.24
2019/07/11,11,59,71.2,83.5,50.4,50.3,0,N,4.2,18.2,,77.3,80.2,0,25.85,0.23,0.29
2019/07/12,12,54.6,70.5,84.2,48.7,48.6,0,NW,3.2,12.8,,77.5,81,0,27.76,0.22,0.27
2019/07/13,13,60.4,71.5,84.2,48.2,46.3,0,SW,4,17.5,,79,82.2,0,24.26,0.22,0.29
2019/07/14,14,55.1,70.6,85.4,45.3,43.3,0,NE,3.7,13.5,,78.5,81.9,0,26.96,0.23,0.3
2019/07/15,15,58.9,67.5,77.6,50.3,54.6,0.02,S,3.3,15.3,,79.3,81,0.05,16.91,0.16,0.2
2019/07/16,16,53.1,67.2,81.2,49.5,56.7,0.05,S,3.3,11.4,,76,79.1,0,23.14,0.19,0.23
2019/07/17,17,57.2,68.5,80.3,49.6,52.9,0,NW,3.8,14.6,,77.1,80,0,22.89,0.2,0.25
2019/07/18,18,57.8,65.7,73.4,39.9,41.2,0,SW,7.8,21,,77.5,80.4,0,29.52,0.26,0.35
2019/07/19,19,48.5,64.3,76.6,37.8,39.7,0,W,4.6,15.7,,76.2,79.6,0,29.16,0.23,0.29
2019/07/20,20,47.9,65.5,81.1,39.3,43.6,0,S,3.1,12.8,,76.7,80.3,0,29.21,0.22,0.27
2019/07/21,21,51.9,72,87.5,40.9,35.1,0,SW,3.8,10.7,,77.7,81.4,0,28.68,0.25,0.32
2019/07/22,22,58.9,77.7,94,45.6,35.2,0,S,3.6,13.5,,79.8,83.1,0,25.38,0.25,0.33
2019/07/23,23,62.6,74.7,92,47.9,41.4,0,SW,5.4,22.5,,81.1,84.1,0,24.84,0.28,0.38
2019/07/24,24,54.4,68,79.3,40.7,38.4,0,S,4.7,18.9,,79.4,82.7,0,28.41,0.24,0.31
2019/07/25,25,50,70.1,87.8,43.8,43,0,NE,3.2,10.7,,79.2,82.8,0,27.97,0.23,0.29
2019/07/26,26,55.2,75.5,93.2,45.4,38.4,0,NW,3.7,15.3,,80.3,83.8,0,27.35,0.26,0.33
2019/07/27,27,60.8,72.5,82.5,44.6,38.6,0,SW,6.4,21,,81.5,84.3,0,27.9,0.27,0.37
2019/07/28,28,53.3,69,84.6,41.1,39.3,0,SW,3,10.3,,79.7,83.3,0,27.88,0.22,0.28
2019/07/29,29,53.6,72.9,88.8,45.9,41.6,0,N,3.7,12.4,,80.3,83.7,0,27.28,0.24,0.31
2019/07/30,30,53.6,72.3,87.8,43.8,40.7,0,NW,3.3,13.9,,80.9,84.3,0,27.55,0.23,0.3
2019/07/31,31,55.9,73.1,88.9,46.3,41.6,0,E,3.5,12.4,,81.2,84.5,0,27.11,0.23,0.3
2019/08/01,1,55.4,73.9,91.1,46.5,42.9,0,S,4.1,15,,81.5,84.8,0,27.28,0.25,0.33
2019/08/02,2,65.4,74.6,84.1,48.7,40.5,0.01,SW,4.7,17.8,,82.5,84.7,0.01,20.01,0.22,0.29
2019/08/03,3,52.3,69.7,86,43.6,42.7,0,W,3.2,11.4,,79.5,82.9,0,26.84,0.22,0.28
2019/08/04,4,53.6,74.5,89.5,42.8,35.4,0,SW,3.1,9.6,,80.4,83.8,0,26.13,0.22,0.29
2019/08/05,5,58.6,77.8,95.5,46.2,36.1,0,W,3,10.7,,81.4,84.9,0,25.21,0.23,0.3
2019/08/06,6,61.7,80.5,99.1,50.5,38.7,0,S,3.4,11,,82.6,85.9,0,24.45,0.25,0.33
2019/08/07,7,63,81,98.9,52,39.5,0,S,3.4,11,,83.7,86.9,0,23.74,0.24,0.32
2019/08/08,8,60.9,76.7,93.2,54.1,48.7,0,SE,3.2,11.4,,83.9,86.6,0,20.5,0.2,0.26
2019/08/09,9,62,74.4,85.9,55.2,53.7,0.05,N,3.9,16,,83.5,86.3,0.03,23.78,0.21,0.26
2019/08/10,10,59.2,67.1,78.7,57.6,73.5,0.33,S,3,11.4,,81.6,83.8,0.2,15.91,0.14,0.16
2019/08/11,11,56.3,65.9,75.8,53.1,66.4,0.13,SW,3.8,16,,77.5,79.2,0.11,17.77,0.15,0.18
2019/08/12,12,52.4,66.4,79.9,49.5,57.4,0.03,SE,3.3,11.4,,74.2,77.3,0,25.4,0.19,0.23
2019/08/13,13,53.3,70.3,85.2,51.7,56,0.03,E,3.1,11.7,,75.3,78.6,0,24.88,0.19,0.24
2019/08/14,14,57.5,74.3,88.3,50.7,47,0,N,3.8,13.2,,76.9,80.2,0,23.6,0.21,0.28
2019/08/15,15,68.5,77,87.6,44.8,33.3,0,SW,5.4,24.3,,78.5,81.5,0,24.87,0.26,0.37
2019/08/16,16,56.6,72,85.7,45,39.8,0,SW,5.1,21.8,,78,81.2,0,23.68,0.23,0.32
2019/08/17,17,57.2,70.1,81.5,46.9,45.5,0,N,4,16.7,,77.8,80.8,0,22.55,0.2,0.26
2019/08/18,18,52.6,69.2,85.8,48.7,51.6,0.01,E,3.2,12.8,,77.1,80.4,0,24.39,0.2,0.25
2019/08/19,19,55.8,72.3,88,49.2,48.8,0.01,NE,3.2,10.3,,77.7,81,0,24.3,0.2,0.26
2019/08/20,20,54.9,72.7,89,50.1,48,0,SW,3.2,11.4,,78.1,81.2,0,20.25,0.19,0.24
2019/08/21,21,56,68.5,78.7,48,50,0.01,SW,3.4,17.5,,78,79.9,0,13.22,0.14,0.19
2019/08/22,22,52.1,67.6,82,43.9,48.2,0.04,E,3.1,10.7,,75.5,78.6,0,23.98,0.18,0.24
2019/08/23,23,50.2,67.8,82.8,47,50.5,0,N,2.9,13.2,,75.8,78.9,0,20.16,0.16,0.21
2019/08/24,24,61.1,71.6,81.9,46.4,42.5,0,SW,5.1,17.5,,77.5,80.1,0,22.81,0.21,0.29
2019/08/25,25,52.5,67.2,80.5,43.9,46.6,0.01,W,5,18.9,,76.7,79.7,0,23.54,0.2,0.27
2019/08/26,26,48.6,65.3,80.5,38.4,39.4,0,SE,3.3,17.1,,75.4,78.7,0,23.52,0.18,0.24
2019/08/27,27,50.7,69.7,85.8,42.3,40.9,0,SW,3.3,9.6,,75.7,78.9,0,23.24,0.19,0.26
2019/08/28,28,52.5,72,91.2,44.1,39.9,0,SW,3.2,9.2,,76.1,79.4,0,22.98,0.2,0.27
2019/08/29,29,64.5,72.5,84.3,56.9,59.2,0.04,S,2.4,9.6,,77.9,79.3,0.04,10.38,0.12,0.15
2019/08/30,30,63.8,74.8,87.8,54,51.9,0.01,E,3,11.7,,76.6,79.1,0,21.76,0.18,0.23
2019/08/31,31,55.7,72.8,90.1,47.3,43.1,0,S,3.9,14.6,,76.6,79.7,0,22.3,0.21,0.28
2019/09/01,1,57.3,70.7,86.5,50.3,53.4,0.02,S,3.6,16,,77.2,80,0,21.95,0.19,0.25
2019/09/02,2,55.2,69.2,84.6,46.4,47.5,0,SW,3.2,9.6,,76.3,79.4,0,22.12,0.18,0.23
2019/09/03,3,53.1,70.6,87,48.5,48.9,0,SW,4,15,,76.4,79.3,0,20.82,0.19,0.25
2019/09/04,4,53.4,68,83.3,44.7,46.4,0,W,3.5,9.6,,75.9,79,0,21.85,0.18,0.23
2019/09/05,5,52.5,69.5,86.1,47.4,48.3,0,SW,2.9,8.2,,75.7,78.2,0,15.33,0.15,0.2
2019/09/06,6,63.3,72.5,84.9,52.1,49.8,0,W,3.3,10.7,,76.8,79.2,0,17.43,0.16,0.21
2019/09/07,7,57.2,70.2,84.7,54.4,59.6,0.02,SW,3.4,26.4,,76.6,79.2,0.03,15.9,0.15,0.19
2019/09/08,8,56.9,65.4,75.3,50.2,61.4,0.2,SW,4.2,17.1,,75.7,77.4,0.06,17.66,0.14,0.19
2019/09/09,9,52.5,61.3,71,49.3,66.6,0.04,S,2.7,13.9,,72.9,74.6,0,13.65,0.1,0.13
2019/09/10,10,51.7,60.6,69.9,47,62.2,0.01,SW,3.3,11.7,,71.5,73.5,0,14.97,0.11,0.14
2019/09/11,11,46.6,61.2,75.4,46.2,61.2,0.06,SE,3,10.3,,70.1,72.8,0,19.27,0.13,0.17
2019/09/12,12,48.2,63.9,79.2,45.8,55.5,0.04,SE,3.5,12.1,,70.4,73.3,0,19.68,0.15,0.2
2019/09/13,13,55.8,64.4,74.2,45.8,53,0.01,SW,3.7,15,,71.5,73.7,0,14.26,0.13,0.17
2019/09/14,14,55,63.2,73.7,49,61.1,0,W,2.5,8.9,,71.5,73.4,0,12.89,0.1,0.13
2019/09/15,15,52.6,56.9,62.5,50.1,78.6,0.17,W,2.1,8.2,,70.3,72,0.02,4.56,0.04,0.06
2019/09/16,16,46.8,55.5,66.2,46.1,72.9,0.33,SE,2.7,11,,67.5,69.2,0,13.34,0.09,0.11
2019/09/17,17,43.7,52.8,60.8,46.3,79,0.15,SE,2.7,12.8,,66.2,67.4,0.11,7.89,0.06,0.07
2019/09/18,18,48,55.5,65.3,48.2,78.4,0.42,SW,2.2,8.5,,65,66.6,0,12.57,0.08,0.09
2019/09/19,19,44.2,58.1,71.5,43.2,61.2,0.1,SW,3.4,15,,63.8,66.1,0,15.76,0.11,0.15
2019/09/20,20,51.6,61.9,73.2,45.9,58,0.02,W,3.4,15.3,,65.5,67.6,0,16.59,0.12,0.16
2019/09/21,21,45.3,59.7,74,43.5,57.7,0,SE,3.2,9.9,,64.9,67.5,0,17.87,0.12,0.16
2019/09/22,22,49.1,57.1,65.8,50.5,79.1,0.18,S,2.5,9.2,,65.7,67,0,7.04,0.06,0.07
2019/09/23,23,45.3,56.4,67.9,43.3,64.4,0.23,E,3.3,10.7,,63.5,65.5,0,10.87,0.09,0.12
2019/09/24,24,46.3,60.1,75,42.3,57.3,0.1,SW,5.3,20,,63.4,65.8,0,16.47,0.14,0.21
2019/09/25,25,46.1,59.8,71.6,40.2,50.4,0,SE,3.7,13.9,,64.4,66.7,0,16.41,0.12,0.16
2019/09/26,26,50.9,62.3,75.5,44.2,53.5,0,SW,6.4,22.1,,64.9,66.6,0,11.55,0.15,0.22
2019/09/27,27,43.7,52.6,62.1,36.2,56.4,0.01,SW,5.8,23.2,,63.5,65.4,0,16.04,0.11,0.16
2019/09/28,28,33.2,42.2,52.6,32.9,70,0.03,NW,4.1,19.6,,60.9,62.6,0,8.88,0.06,0.08
2019/09/29,29,36.7,39.3,41.6,34.7,83.3,0.46,NW,4.1,13.5,,58.1,59.7,0.05,4.29,0.03,0.04
2019/09/30,30,35.9,42,49.6,32.1,69,0.07,W,3.3,10.7,,56.5,57.5,0,7.56,0.05,0.07
2019/10/01,1,29.4,42.6,57.1,28.7,62.5,0.05,S,3,11.7,,54.4,56.8,0,14.95,0.07,0.1
2019/10/02,2,30.9,44.6,56.7,30.8,61.5,0.02,SE,2.9,12.1,,54.6,57,0,14,0.07,0.09
2019/10/03,3,38.7,48.8,60.7,36.4,64.5,0.01,SW,2.7,10.3,,56.5,58.6,0,12.98,0.07,0.1
2019/10/04,4,36.4,49.8,61.2,34.9,58.9,0.02,SW,4.4,14.6,,56.3,58.6,0,13.53,0.09,0.12
2019/10/05,5,41.7,52.6,64.6,36.5,56.2,0,SW,3.2,12.1,,57.7,59.7,0,13.9,0.09,0.12
2019/10/06,6,33.2,48.2,63.2,34.7,61.7,0,S,3.1,9.2,,56.5,59,0,14.8,0.08,0.11
2019/10/07,7,37.9,52.6,69.3,41.4,67.8,0.03,S,3.1,17.8,,56.8,58.8,0,9.04,0.08,0.11
2019/10/08,8,35.8,49.5,59.9,30.1,48.1,0,SW,8.1,25.7,,58.6,59.8,0,13.56,0.11,0.18
2019/10/09,9,30.9,40.4,50.8,21.6,49.4,0,S,3.2,11.4,,54.7,56.9,0,15.14,0.07,0.1
2019/10/10,10,28.5,37.8,54.6,24.3,62.3,0.08,NW,3.1,13.2,,52.7,55,0.42,14.63,0.07,0.1
2019/10/11,11,29.7,40.7,55.1,22.3,52,0,NW,3.1,9.9,,51.6,54,0,14.07,0.07,0.1
2019/10/12,12,30.8,42.3,55,26.3,56.5,0,W,2.5,7.4,,51.5,53.6,0,9.89,0.06,0.08
2019/10/13,13,38.1,47.6,59.5,32.2,57.7,0,W,2.9,11.7,,53.3,55.1,0,10.65,0.07,0.09
2019/10/14,14,34.9,46.6,60.3,32.4,60.2,0,SW,3.4,10.7,,52.9,55.2,0,13.26,0.07,0.1
2019/10/15,15,35.4,45.9,55.4,35.1,67.4,0,NW,2.4,6.4,,53.1,54.7,0,6.39,0.05,0.06
2019/10/16,16,42.8,50.4,58.8,41.3,71.4,0.02,SW,3.3,15,,54.2,55.1,0.02,5.8,0.05,0.07
2019/10/17,17,41.2,50.4,57.8,39,65.6,0.02,SW,5.1,19.2,,53.9,55,0.01,7.32,0.06,0.09
2019/10/18,18,41.1,48.8,57.9,33.5,57,0,W,4.5,20.3,,52.4,53.9,0,8.52,0.07,0.11
2019/10/19,19,39.3,45.1,52.5,36.6,74.3,0.28,NW,4.3,21,,49.8,52.6,0.32,4.75,0.05,0.07
2019/10/20,20,37.2,41.7,48.7,36.2,81.2,0.17,SW,2.3,11.4,,49.5,50.5,0.01,4.3,0.03,0.04
2019/10/21,21,35.3,44.3,51.2,39.1,82.6,0.36,W,1.8,7.8,,48.4,49.7,0,3.88,0.03,0.03
2019/10/22,22,40.9,55.9,69.3,34,51.4,0.04,NW,5.7,18.5,,50.3,51.8,0,11.64,0.11,0.18
2019/10/23,23,34.5,46.9,59.2,31.8,58.4,0,SW,3.3,13.9,,49.3,51.4,0,11.91,0.06,0.09
2019/10/24,24,33.2,45.9,61.1,35,68.5,0.02,W,2.9,8.5,,48.7,50.9,0,11.39,0.05,0.08
2019/10/25,25,38,51.1,72.3,35.6,60.3,0.04,NW,5.7,27.5,,49.4,51.5,0,11.52,0.11,0.18
2019/10/26,26,33,45,54.1,27.6,52.2,0,NW,5,17.5,,49.6,51,0,8.83,0.07,0.1
2019/10/27,27,29.8,39.5,50.7,19.1,46,0,W,3.5,10.7,,46.4,48.3,0,11.5,0.06,0.09
2019/10/28,28,28.1,38.8,54.5,20.5,51.1,0,NE,3.5,21,,45.6,47.2,0,8.65,0.06,0.1
2019/10/29,29,20.9,27.7,35.4,-1.1,30.6,0,N,3.9,11.4,,43.7,45.4,0,11.52,0.05,0.08
2019/10/30,30,16.1,27.3,40.1,4.8,43.5,0,S,2.1,8.2,,40.6,42.3,0,10.97,0.03,0.05
2019/10/31,31,23.3,31.4,44.7,11.5,47.6,0,W,2.4,8.2,,40.4,42,0,8.51,0.04,0.06
2019/11/01,1,23.7,34.8,50,16.5,51.2,0,W,3,8.9,,40.2,42.1,0,10.11,0.05,0.07
2019/11/02,2,26,37,51.6,21.2,55.9,0,W,3,8.2,,40.9,42.8,0,9.95,0.04,0.07
2019/11/03,3,28.2,38.4,53.1,24.1,59.5,0,W,2.9,7.4,,41.6,43.5,0,9.15,0.04,0.07
2019/11/04,4,29,39.8,55.9,26.8,63.1,0,W,2.9,7.1,,42.1,44,0,9.5,0.04,0.07
2019/11/05,5,28.3,40,56.5,28.8,67.4,0.01,W,3.1,7.8,,42.2,44.1,0,9.71,0.04,0.07
2019/11/06,6,30.8,43,57.6,29.2,61.4,0.01,NW,3.1,12.8,,42.3,44.2,0,9.32,0.05,0.07
2019/11/07,7,28.6,37.8,51.1,28.7,72.1,0.02,W,2.6,6,,42.3,43.9,0,7.11,0.03,0.05
2019/11/08,8,26.7,37.1,50.7,29.2,75.6,0.09,W,2.5,7.4,,41.5,43.5,0,9.27,0.03,0.04
